case_1W3IbUMDQMTeuPu	my father has not been allowed to pay for his car loan under BDO since last year. until now, no one from them has contacted my father and we have been wanting to settle his loan since last year
case_M1ZalarIeLssnWJ	Hi Good Morning Ma'am/Sir,\n\nI just want to report for what they did to me regarding of my credit card. April 13,2021 i email them to request to have a next mastercard and they acknowledge my email at get approved for the next mastercard but when i activate my next mastercard i never thought they will deactivated my classic mastercard. I emailed them multiple times asking them why they cancel my classic mastercard but they sending an email saying that once i activate the next mastercard automatically my classic card will be deactivated because its a convertion of the card. But in my email i didn't told them a convertion of my credit card i just request to have a next mastercard.\nThank you.
case_rHxlMJGuXWauhmw	I was charged 3 times without my approval by HSBC with 3 online transactions through the primera.app on January 1, 2021 amounting to SAR370 each. Their fraud department is insisting that the transactions are valid and that I am liable to pay.
case_TpQylf0IV70fuGN	I was a victim of phishing and bank ignored the report
case_nf4WlBJItXB3w54	UCPB is not responding to my complaint/concern regarding with the untimely encashment of my monthly amortization PDC which caused me a 2200 pesos charge.
case_XUOH0bnNE7xqY2b	i have complaint about gcash ,the suspend/hold my account of almost more than a month they did not have feedback or response ,always they say that my account under is already checking of my transaction due to unusual activity, I have  already submitted my valid id and also I filed my counter affidavit indicate my gcash account was legit transactions  , I have everyday call their hotline,its always their reason under checking my account. Please give an immediate action about my complaint, I have my funds balance of 33k on my gcash account,..Please help me to get my money,
case_aHO5wJ9GV3l6kEY	BPI is not responding to my request to waive the annual fee and deactivate the credit card they sent me. I never activated this card nor used it the entire year I have it.
case_oIJfUpqBczpSmwX	BPI Dasmarinas -Bayan haven’t acted in my complaint since February.
case_eJnbk9mW5Qf6Pln	security bank changes my registered mobile number instantly when accessed by hackers that resulted to all my money transferred to another security bank account. changes to my registered mobile number should not be instant and should require more documents/steps to proceed like what is being done in other banks.
case_fmRUiCjKWGudITh	Ako c joy v tupas  taga lucena city na may acount sa bdo sm lucena city branch ay isa sa dumadami ng biktima ng bdo phishing
case_abiluNTvoNX2qE4	Can I request my credit card company (RCBC) to provide me the certification / confirmation either through text, email, or in any form that my old credit card with them is not active anymore since I requested it to be blocked due to fraudulent transaction?
case_z7FPk8iZFnKgJYF	CIMB closed my accounts without valid/legit reasons and would not pay the interest amounting to around 60-80k pesos.  They cite that they have to right to close account without giving any reason.
case_0sjvy1X9Zy8gmJz	My money at my account does have any transaction without my notice .. i did not use my atm . And the bank does dont have the best investigation for this
case_ZiqSdx7jy1PiH3f	I have availed BARO Grace Period from BDO last December 2020 wherein there is 60 day extension of payment deadline for credit card and no charges. However, i was charged finance charge and several other charges keep accumulating. They only refunded the first few finance charges.
case_oL0AKeYcS8k0m0v	I am complaining against metrobank! Because the money was sent via transferwise to metrobank as their partner and metrobank supposedly send it to my gcash account which is 09273036748 and then it was not successfully sent to my gcash account as i reach the limit of receiving money. It was April 29, 2021 . i keep on emailing no answer, i keep on calling they said to wait 3 to 5 days but until now nothing has happened. I keep on checking on their website the money is still in them ...their website the remittance inquiry using this reference number 199862955 .  They must refund it to the sender if they cannot send it to me.
case_eCYc0JUfWtMcskQ	Updating of personal information despite presenting of original document and 2 valid IDs.
case_sutaWnnGOulEbTt	I am filing this complaint against BDO for non-compliance with the guidelines under the BARO Act 2 for refusing to reverse the finance/interest charges imposed on my credit card account despite me being able to fully settle all my due obligations on or before the expiration of the 60-day payment holiday/moratorium granted by law.
case_eU86ex1cRlL7kLF	Ako si Jayson Jeff Yalun gusto ko sanang humingi ng tulong regarding sa auto ko sa Maybank na may reference no.49613127633. pumunta ang legal department nila sa bahay knina g umaga dahil gusto nilang kunin ang aming sasakyan dahil hindi namen ito nabayaran ng ilang buwan.humingi ako ng statement of account pero wala silang dala. Gusto ko sanang ipagpatuloy ang pagbayad ng sasakyan.gusto ko sana humingi ng palugit para mabayaran ko ang mga buwan na hindi ko nabayaran.dahil sa pandemic dumaan kami sa krisis pero hindi namin nakakalimutan ang aming responsibilidad sa sasakyan.sana mapagbigyan kami sa aming hiling. Ito ang aking cp no. 09205617946. maraming salamat
case_clbHhwrxXG0E9JM	UnionBank's 7-11 deposit fee - unfair and unconscionable practice. They send emails app notification on promotions and maintenance schedules, but they never send anything about fees in 7-11.
case_MYFzPXixHlcwD45	Gusto ko po bayaran ang aking balanse ng credit card sa BDO one time payment po pero ayaw po nila pumayag sa aking pinapakiusap na halaga 3 months na kasi akong hndi nakakapagbayad
case_GFGVueG9C7cGtuD	Unresolved issue on fraud transactions of my Metrobank account.
case_VjvghbEWk1lR1BQ	This is my third time sending a complaint against PayMaya. I was a victim of fraud by some people who called me over the phone telling that they are from Eastwest and my credit card needs to be renewed; the funds were sent to PayMaya and they do not want to disclose to me the result of investigation without the 'court order'; It seems that PayMaya is not aware of how difficult it is to get court order and they only blocked the account of the fraudster for just 30 days; Getting court order will even last for more than half a year.
case_0WbjGfVFCTEsDKE	My bank charged me fees for doing online transactions but their app stated that there are 0 fees. My bank is security bank corporation.
case_pr2giFi1oeEnL5C	BDO cancelled my credit card! I'm sooooo angry@!@#
case_Rt0wUOxpBh7MXIX	My credit card in Security Bank was hacked and used to pay for hotels in the US last August 2020. I have not used my credit card but it was still hacked.
case_X5pQ5ckAqrMyIXz	Mali po ang pagkakaprint ng aking pangalan sa king credit card ng PNB, sa halip na FAMPULME, ito po ay PAMPULME, nasend ko na sa kanila ang request para mapalitan ito dahil, hindi ito aking pagkakamali,,,
case_Zg7ZjdAO9dSpGGj	Credit card delivery issue of my supplementary with BPI. They need it badly as it's pandemic to aid them with their financial needs. I can't contact BPI since April till now regarding the status of card delivery which is unacceptable since other financial institutions are already business as usual. I tried sending them an email but I haven't received any response and it's been more than a month now.
case_fSRG3YC6qxU2N0c	Security Bank - Naga Diversion Road.
case_JLjsLkTYyKowrrD	Inirereklamo ko ang Metrobank dahil wala silang pakialam sa kaligtasan ng customer. Wala silang respeto sa oras at buhay ng isang tao.
case_Kh44usiL8J39OrR	My complain is regarding PNB Las Pinas City Hall branch, I was told that I cant withdraw over the counter using my ATM account and have to use the ATM machine, as to protect my ATM as much as possible I dont use the ATM machine as I have already bad previous experience in using PNB ATM machines like blocking, card was not returned and etc. mostly resorted to replacement which usually takes about 2 weeks. Now this branch told me that I cant withdraw over the counter coz its their policy for ATM cards to withdraw on ATM machines or unless i would withdraw beyond the 50k limit, this is clearly a very unfair practice coz once something would happen to my card again they never inform you just get surprised and would not even compensate for all the hustle and have to wait for a few weeks again for replacement. Hoping for a decisive action from BSP on this matter
case_TFsheq6zLValfOb	Lack of communication about the loans very particular during bayanihan act 1 in metrobank
case_9yf4lsJWGMyqNUN	Follow up ko po ung delivery ng aking credit card sa metrobank, ang sabi po ay dispatched na
case_jXcZ2EaJZAo1EcH	I am a victim of unauthorized transaction of Metrobank and I reported the case to the said bank I also submit a complain here according to my branch Aguinaldo Imus, They received email that i need to give 3 dates so that they can call me but there’s no response on their part. I emailed them and call them but they were not responding. Pls help me to reimburse my hard earned money.
case_EgSQd42EX2Dbs5a	Unionbank has no plan to resolve my credit card rewards issue. I reported the issue via their official Twitter page but havent received any update. Called their hotline but still no action. Theyre not taking my issue very seriously. Ive been waiting for 3 months now.
case_maE1jgKtTrWUQFG	I requested for a waiver of annual fee for my METROBANKCARD credit card with card number 5464980071608609 thru their customer service hotline 0288700700 but the request has been denied. I am willing to spend any amount or enroll merchants like other banks do in order for my annual fee to be reversed but according to them, there is no way  that they can reverse the amount, I have no choice but to pay it, i asked for a reconsideration but to no avail.
case_VuhwlGPyKGSc4JN	I applied credit card at Eastwest Bank last March 2021 and was delighted with the notification from them that my application was approved. They said that my card was in transit and I patiently waited for the arrival until the courier from Mindanao area called me for delivery I was surprised because on the first place my address is not in Mindanao. I dont know why the card was addressed to Mindanao. Eastwest told me that I need to submit documents for correction of my billing address, so it was corrected. However, as per courier, my address is out of scope, so Eastwest suggested for a BRANCH PICK UP arrangement, and according to them, I need to coordinate with the bank for approval of branch pick up. I initiated to open an account with the branch to have record with them and also to facilitate the approval of my request. My request for branch pick up was approved by the branch. I called the branch after two weeks to ask about the arrival of my card for pick up, they said, they have not received it yet. I called Eastwest CS today May 5, 2020, and I was told that the type of card I was approved cannot be delivered or arranged for branch pick up.  My concern is, if on the first place, it cannot be arranged for branch pick up, they should have said so, so that my effort was not wasted. Second, they should have informed me about the status of my card delivery especially when they realized that it could not be sent for branch pick up.\nI know having approved for a credit card is a privilege, rather than a right of a client.\nAs an appeal please revisit your policies especially in card delivery. Kahit manlang tracking number sana ay maibigay sa amin gaya ng ibang banks para mas mapadali ang delivery.
case_qy2MxFKkGLXOMrs	Di pa din kine credit ng Gcash ang 440 pesos na dineduct saken. They charged me unauthorized for the insurance that I did not buy from them! Liable sila sa BSP 404 they're like scams! Kaya ayoko na gumamit ng GCash hindi safe sa kanila.
case_e5N0lNZex2OeTCf	Unauthorized debit to account. Security bank
case_3lnvZdRmHo5WVvm	Illegal charges under Bayanihan Act. Rizal Commercial Banking Corporation (RCBC).
case_P3qV0EuyV747eR0	Metrobank Card hasnt still transferred the 20k Cash2Go to my bank account. I was advised to wait for 2 banking days but up until now the funds isnt still on bank account.
case_1obCmN4Lh6tVKED	Mis information From Security Bank
case_yTeI0BrUCIUheli	Nagload kasi ako sa load wallet sa GlobeOne app...payment thru Gcash.pero hindi successful. Yung refund di pa nabibigay one week na.
case_rsNt2eKAZWXEByM	Inirereklamo ko po ang BPI dahil sa pag charge sa amin ng car insurance kahit na nakakuha na kami ng sariling insurance policy at ang interest charges every month dahil sa hindi namin pag bayad sa insurance na na charged nila sa amin.
case_CmG4jzgCDTXPcMr	I do not approve of the decision security bank gave me i informed them as soon as i realized i was scammed and the operator during that time said it was still floating had they known its a scam they should have not have approve of the transaction  in just a matter of 15-20minutes reporting the incident they should not have approved it
case_D43Jy1ZLiBwQQni	ako po ay gumamit ng GLOBE ONE APP sa pagbili ng load para sa aking retailer sim at ito po ay halagang 200 pesos ngunit wala akong na reciv n load nung april 26,2021. at nabawas po ang 200 pesos sa aking gcash
case_9hvs6EdGDBmBQHN	Metrobank still didnt deliver my newly approved credit card
case_vof16dDCD6ZK7A8	This is about my concern with my BPI CREDIT CARD on amount due. BPI does not reply with my email for weeks already and my due date was over already.
case_SE0F5IJ9sqi7eJO	BPI Pasay D Macapagal Ave branch
case_LmFBjPx3xDcWRm2	I was charged for an unauthorized transactions in my hsbc credit card. Request to reverse was denied by hsbc
case_3ZRCL7QwMZ7fGSe	made money transfer via gcash to incorrect account but they said that i should get coordinated with the recipient
case_6xWbyUwtK5wOIPT	Excess deduction in my unionbank home loan since July 2020
case_7hymCfqoa0ebcKU	Disputing credit card charges of Php 51,540.
case_eM3KGgVELWBdvQP	Is it allowed sir that the bank charge me for the interst of the month of march 17 to may 16,2020 without informing their client to avail the bayanihan 1?
case_JcYsHaPeXNFNZXX	I have been calling BPI for the reversal of my credit card's annual fee but I still haven't got any response. They don't answer their hotline.
case_Ez5W3lTiQDlCS2Q	I have a complain from bdo fuente cebu car loan department that they deduct my bank account for the charge of interest from march 17 to may 16,2020 which i didint inform or call. They said that we are not applying for the bayanihan 1.
case_K9Ah3GlQAdnVRmd	I have undelivered credit card from security bank for more than 2 months now. Been contacting them non stop via email and by calling their CSR but no one is helping me.
case_SpgzLRyPWqcFBJy	Citibank cancelled my credit card all of a sudden. I prepaid my card and still have a balance of around 700,000 pesos. They are holding hostage of my money. I tried to contact them and they just said it has been cancelled since April 20. They would not return my money. Please help.
case_YVWjo8TzlSC4hNd	asking for extension but they can't give me the extension for payment.
case_c1IyAOuMb3mR3oq	I tried to open an account @ BDO Platero Binan Branch. The bank is requiring me to submit proof of income or source of funds in order to open an account. Is this real? I am not applying for a loan but only wanting to keep my money for safekeeping an access whenever and wherever I need funds. This types of requirements is counterproductive for purposes of circulation of money.  For whatever reasons this requirement exist is stupid and nonsensical. We need to use more common sense This type of blindly doing something because some stupid bastard came up with this idea without looking at the big picture is the biggest reason the Phillipines is at the bottom of the lot in terms of progress. I am hoping that our decision makers will wake up to the fact that we need to use more common sense to whatever we di.
case_dY9V4McFflHBAai	I want to complain HSBC and BPI Credit card
case_kPhSzsntufTzO89	May pera po ko sa Gcash, they deducted me 440 pesos and I received a text confirmation said for insurance, but I never purchased one from them. I'd like to escalate this and bring my money back to my Gcash account as soon as possible.
case_hzec2AuBOdGFQYR	I filed a complaint to PNB re: unfair charging and to date, no status was communicated to me. PNB CSR provided me a reference number, PNB2101090563484.
case_3cGvuU2JY7nkrgM	I would like to have my Citibank credit card delivered. It has been 1 week and they keep saying that our house is closed. It's very impossible because I never leave the house and there was no delivery attempt at all.
case_hiZRWQErVGQSi8d	Hi, good morning. I'm Jocelyn Supelana, gusto ko sana magpatulong magfollow up ng concern ko with RCBC. May kinuha akong pasalo housing loan and gusto ko sana i-fully pay and malaman ang mga requirements or proseso for the settlement. I tried to email and call the RCBC since last week pero hanggang ngaun ay hindi pa nila sinasagot ang query ko.
case_tZ1RPswrMgiOdqU	BDO bank po pinavoluntary surrender car ko willing to pay ako para sa past due pero gusto nila yung lahat nang balance ang bayadan
case_mydrATg2cziyJYk	I would like to ask for help about the supposedly delivery of my newly approved Credit Card from RCBC. I was informed that it should be delivered within 8 banking days though I have not received it since March 23, 2021 (The day it was dispatched).
case_XdyhW8U7Y2zSVqm	May instapay transfer from paymaya to landbank account did not appear yet
case_zOUSp9TO9DK35hn	I emailed them many times to request a bank certificate but untill now no response
case_53hz8pJ20v3Xlxq	My money was scammed at Metrobank West Triangle branch on February 21, 2021. The bank has not returned the money until now.
case_5fUQsudDeBOpU0v	Unsuccessful Delivery of my card which was issued to me last 2019. No tracking number was given. BDO
case_ewSE89rNURi4sFt	I am requesting for a bank certificate copy from PNB. Card was settled 2019 from a collections company but they havent sent any certificate that im already paid. Multiple calls for the request but it has been years and months and until now no certificate was issued.
case_yuZaKSFB2cU9WcN	Michelle Aguilar,  citibank po ang bangko. Gusto ko po huminge ng tulong Tungkol po ito sa refund ng cebupac. Ang sabi po naibalik na po nila ang binayad sa citibank. Sabi po ng citibank wala pa raw pumapasok na refund. 👍
case_3385hR7N0VrZcQR	Unresponsive of Metrobank for the unjust charge in my credit card
case_GfNZB9xLR3dFW1k	Nag loan po kasi kami sa China Bank savings, panganiban branch, naga City, bicol. Para po maayos pagbayad namin, ng open kami bank account sa kanila. Auto debit ang sistema. Ang monthly amortization po ay almost 80 thousand. May naka save po kami noon sa kanila na more than 1 million. Tapos po denibit nila lahat laman ng passbook. Nag complain po kami sa kanila pero wala po ng asikaso. Wala na daw po kasi yon account officer humahawak sa amin. Nagkaroon po ng interest na malaki. Pumunta po kami ng legazpi para hanapin at mg patulong para maayos problem. Naayos naman po sya kahit mapagod, dahil ng loan kami dito sa naga city tapos aayusin sa legazpi city, mapagod dahil malayo.  Nabayaran na po namin loan namin.  Matagal na po sya bayad pero po di kaagad namin sya kinuha dahil ng apply kami panibago loan. Pero po sa tagal namin ka hihintay ng result sa bago namin loan application, tig cancel na lang namin. Now po, matagal na po namin tig cancel yon new loan application at tig submit yon letter for release of title pero wala pa din po sila ng action. Ano pwede gawin para ma release na ang title? Thank you.
case_Yhlcy4LLDH9DciZ	Complaining about BDO for taking over the installment receivables of a real estate purchased from Ayala Land without obtaining from consent from the buyer, the complainant. BDO has also threatened this complainant with a Notice to Default requesting for payment when they are not a party to the transaction.
case_r4K74VuFMGePwgj	About blocked account to paymaya after ko po kontakin cla sabi wait ng 7days ..After ko mgwait sabi permanent blocked ndaw po paymaya account ko.importante po ksi sakin yung paymaya account ko nayun.
case_nt4HAtyCyzvFauM	My security bank credit card still push through the transaction i was complaining about what do i need to do
case_vJQrJL4dlhtqev2	Bank is denying assistance for transaction. Bpi Family Molino
case_aDX2D3AplRiTg7S	May pumasok po kasi na unknown transactions sa account ko sa Eastwest bank Rizal Monument Branch Baguio City, nireport ko na po sa branch of account ko pero hanggang nagyon wala po silang sagot, i even went personally sa branch nila para po ireport, kaso napakatagl po nila umaksyon.
case_vAipES8wQ0UFWKD	. I'm having issues with the money remittance I sent for my Grandmother Emma Torremocha in Getafe Bohol. I sent the money via online remittance center Palawan Pawnshop and they are not going to release the money due to the information I provided which I only followed the format provided by you. Please fix this ASAP.  I have been reporting this to UNIONBANK and they're not doing anything to get this resolved. Please fix this!! It's already 4 days passed and my recipient still did not claim the money!!!!!!!!!
case_VmUo3ksC3u0QwgD	BPI OFFBOARDING - unpaid sss loan or resigned employee. Outstanding balance was deducted from employee’s final pay but sss loan payment was not remitted to sss.
case_8iUJ6pflbSIcACI	just now we have received a message form collection of security bank informing me that they will pull out may car today because of unpaid loan amortization without any notice. We have been coordinating with them last year thru mail but got no response.
case_hqfmoBFtisJtTAx	Eastwest Bank-Auto loans. Their office cannot provide a concise answer regarding inquiry on my auto loan; they have even blocked my email. Their contact center is always in high volume of calls (8396-1700 opt#7).
case_ZPxIXE5qf70mWr3	I applied for a refinancing of my property with Banco De Oro. I got approved last February 9, 2021, but the loan has not yet been released until now to Unionbank, and I've been paying the former lender for a high interest, which defeats the purpose of me refinancing the mortgage for a lower rate and shorter term.
case_2xUTYknFzXtdulW	Atm cash withdrawal P8000.00 at Bank of Commerce (Petron La Vista Katipunan) using Grabpay card (Mastercard) night of Apr 21, 2021. No cash and no receipt was dispensed. Upon checking balance thru Grab app it was debited with P8018.00. Bank of commerce said that amount was credited back Apr 22 and was told to advise client to inform his bank of account. Unfortunately, there were no way to contact or even open physical office to speak with re the concern with Grabpay or Mastercard. Please help. Thank you!
case_V52QmzUQ1kWv0j4	BDO Debited amount of 43k on my saving account last March
case_XsOK52948JBtv0E	RCBC Replacement Card delivery no feedback until now. Requested since March 01, it's been 2 months now, not even status is provided.
case_035mhaUnnlsT4vV	Hi. I’m Dr. Aldrin Loyola. Last April 7, I had an unauthorized transaction of my Chinabank credit card amounting to THB 10,600. Obviously it is not my transaction because of the currency. How come that they use my card wifhout OTP? It is already posted in my SOA and they are not doing anything. Help me. Thanks
case_RfOEsxOzviHNKsn	Metrobank Card cant assist me despite giving them the right card details. See attached photo
case_fkp0W9j98389wdY	Ninakaw yung wallet ko , at nag swipe sila sa dalawang credit card ko bpi and bdo
case_yi7EbrI9lRGvVxJ	BDO credit card. The online transactions were proven to ne not mine and have been reversed. Sadly, the penalties incurred were not waived.
case_6EcdDJqKbcanZh0	My BPI credit card was fraudulently used by hackers due to low security. Though I already reported this to the concerned bank, they didn’t accept it and kept on forcing me to pay the amount (around P60K).
case_qoEl5fUGJMWkueQ	I have been trying to settle my auto-loan through Eastwest Bank since December last year and until now, it has not been resolved. I have tried calling their hotline but no one is answering even if you’re on the line for several hours, emails has been left unanswered for more than 3 months and social media could only endorsed, hence issue has not been resolved for almost 6months now.
case_BhLDoHMTZy55bBR	Eastwest's customer service said that they can't do anything about the scammer's purchase that used my credit card to purchase in GRAB eventhough I reported that I was scammed by someone whom I don't know. They said I need to pay the amount of the transactions after the GRAB, to where the scammer purchased using my credit card said that they can't cancel the said tranactions.
case_ASnzRw4BOKAHPyd	until now, i am left hanging with my emails and plea with them. i felt so discriminated. i just want to continue the monthly amortization and pay the stipulated amount given by their collection manager.
case_9oH7JE26hgaFNVd	I want to report a credit card fraud. I have a BPI credit card, a gold mastercard.
case_qBWkVPhOZIqHa3t	Security bank regarding of the delivery of my credit card.
case_oi78EMba6cyRZ4u	AUB TRANSFER TO GCASH WAS DEBITED AND NOT SUCCESSFUL
case_KoyGZoODPINOlK7	EastWest Bank Auto Loan.They do not deduct may check payments and then I had accrued interest.I didnt not applied for the Bayanihan RA.And whats frustrating is that no customer service to assist me.they cant answer ny concerns.Pls help😪
case_KsV6bgC0Bv1aHUp	I already sent PayMaya all the needed data they need for the investigation to take place regarding my credit card scam experience. They told me to submit complaint letter, police report/blotter, valid ID, proof of transactions and court order but the court order cannot be given to them since the DOJ mentioned it will be released within 90-120 days; however, they do not honor this.
case_yi1lcRp4yM1BeRq	I have AUB hello money account , nag cash transfer po ako kanina to Union Bank pero hindi po ito natanggap ng pinadalhan ko pero nabawas sa account ko. Hindi po ako makatawag sa customer service ng AUB since Monday to friday lang ata sila available.
case_sBFzUbfbrwd1tUi	ATM not dispensing cash. Incident happened several times. Customer service is rude and not responsive.
case_TDoVcL1Re5v5Cei	I would like to file a complaint to BDO regarding my car loan accounts. I have been trying to reach out for explanation regarding my account but the account officer is always unavailable. I am hoping for consideration because our businesses are running low at the moment and the are putting fees on my account that are more than above my principal loan.
case_Ecviyvv78O9NzAu	Sumisho Motor Financing waited three months to give me my computation for closing my account and instead, charged me monthly ammortization. I also haven't received my copy of the registration, financing contract, and insurance policy which they required me to pay.
case_Qahy9LQ9sUJa1PJ	Regarding our BDO AUTOLOAN FAO ADOR SALAC - PN 501190511013 - ISSUE NOT RESOLVED
case_vJ4dvNnKblQmMiO	Bank Transfer did not reflect to my Union Bank Account.
case_26wD5xvWZVGxdsu	Paymaya ACOUNT po\nJOMAR BUCAL\nACOUNT PAYMAYA : 09352311787\n\nKc pag nag sent po ako ng pera sa smart PADALA ang lumabas ay\n\nSEND MONEY ERROR\nWE ARE UNABLE TO PROCESS THIS TRANSACTION RIGHT NOW. PLEASE TRY AGAIN LATER
case_HdLizjQlUBhDLao	Metrobank is not responding to my emails.
case_fQBvqneDgtGjFi9	Paymaya ACOUNT po \nName : jomar bucal\nAcount paymaya ko : 09352311787\n\nNag reklamo po ako kc pag nag sent po ako ng pera sa smart PADALA ang lumabas ay SEND MONEY ERROR WE ARE UNABLE TO PROCESS THIS TRANSACTION RIGHT NOW . PLEASE TRY AGAIN LATER
case_k2BDCaBpcN09LuW	I applied a credit card with BDO last March 25, 2021. I received a call from their representative 2 or 3 times to request for the documents needed to process my application but after that I didn't hear from them about my application if its approved or not.
case_QOslm9gW0idGLlI	They held my Money in my BPI account without my authorization BPI Market-market..
case_QDktSABx4Q972Du	Ako si Freddie Pineda ay nag rereklamo sa CTBC Bank tungkol sa paninigil nila ng loan ng sapilitan
case_LNJpWgejXUcW4Yo	Unionbank Main Branch is making me pay around 45K for a not well cascaded new monthly amortization which includes penalties.
case_nt8L1De3i6jb1AA	I would like to file a complaint against Bank of the Philippine Island... we have been waiting all day for our salary to be posted, until now they are uncooperative and no single explanation, apologies nor empathy about this. Every pay day, we are encountering issues with them
case_CBNxM7yKUrAoZ9G	I was debited while transferring for an amount of 895. I want this amount to be release immediately.
case_hNWtqvyGPOCwmGl	Nagsend po ng pera galing sa online bank papunta sa gcash. Ang banko na ginamit ay BPI, may confirmation napo sa bpi na successful pero ni piso walang pumasok sa gcash at walang confirmation sa gcash, gamit po sana ito pambili ng gamot saaking tatay at kelangan namin sa pnga araw araw ngunit di talaga pumasok hanggabg ngyon mag iisang linggo na sana matulungan nyo kami dahil hirap talaga kami😭😭😭😭😭😭
case_vlkA6yCdv9f4ayf	We requested for the Statement of Account for some dates in 2020 that is beyond the 90days as per bank branch retention in BPI Lipa Poblacion under the account of Missionary Catechists of the Sacred Heart. And the bank insisted that we need to wait for the whole 2 weeks for the said statement, it is so long for SOA retrieval as other banks only took them 2-3 days to retrieve beyond 90days SOA requests. I also asked other bpi branches and they said that 3-4 days only for the said retrieval of the SOA will be enough. And when we ask why it them so long, their only answer were because they need to contact their head office first and many reasons.
case_mC04dqHLgsFXoh5	We requested for the Statement of Account for some dates in 2020 that is beyond the 90days as per bank branch retention. And the bank only said that we need to wait for 2 weeks for the said statement, it is so long as the other banks only took them 2-3 days to retrieve the SOA requests. I also asked other bpi and they said that 3-4days will be the normal retrieval of the said SOA.
case_Q43sP8jHllkuoWx	My BPI account was hacked ang took all my money in the bank. BPI said they cannot help me recover my money back.
case_vjzx9WKKsiHuMN4	Auto Debit for Car Loan Issue on Security Bank
case_ykMEJ19BiZ7kQNv	There was a fraudulent online transaction on a credit card issued to me by China Bank.  I brought this to the attention of the bank the same day the transaction was made, the fraudulent transaction was still posted, and when I submitted a dispute form, I was told that it will take 160 days to resolve it.
case_4yYMeYd2JjdlUXJ	fraud transactions in hsbc credit card
